,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
12,2014-05-27,Fluminense Federal Institute–IFF; North Fluminense State University–UENF/LENEP,Alexandre Nunes Barreto; Carlos Alberto Dias,Borehole Geophysics and Rock Properties,Brazil; Brazil,5,induced polarization; complex resistivity; salinity; clay content; permeability determination by IP; permeability,4,2014-08-28,2013-08-13,"Fluid salinity, clay content, and permeability of rocks determined through complex resistivity partition fraction decomposition",79
13,2014-06-11,Purdue University; Purdue University,Bradley C. Abell; Siyi Shao; Laura J. Pyrak-Nolte,Borehole Geophysics and Rock Properties,USA; USA,5,rock physics; anisotropy; surface wave; wave propagation,5,2014-08-19,2014-01-17,Measurements of elastic constants in anisotropic media,79
14,2014-06-16,The University of Texas at Austin; Schlumberger-Doll Research,Edwin Ortega; Carlos Torres-Verdín; William E. Preeg; Jeffrey Miles,Borehole Geophysics and Rock Properties,USA; USA; USA,5,borehole geophysics; log analysis; logging; least-squares; inversion,2,2014-09-17,2014-03-16,1D radial inversion of multidetector logging-while-drilling Sigma measurements,79
15,2014-05-16,Colorado School of Mines; Colorado School of Mines; Université de Savoie; University of Texas at Austin,William F. Woodruff; André Revil; Carlos Torres-Verdín,Electrical and Electromagnetic Methods,USA; USA; France; USA,5,anisotropy; electromagnetics; resistivity; rock physics,13,2014-07-31,2013-10-01,Laboratory determination of the complex conductivity tensor of unconventional anisotropic shales,79
16,2014-04-18,United States Geological Survey; CGG Airborne,Burke J. Minsley; M. Andy Kass; Greg Hodges; Bruce D. Smith,Electrical and Electromagnetic Methods,USA; Canada,5,airborne survey; electromagnetics; inversion,1,2014-08-05,2013-08-27,Multielevation calibration of frequency-domain electromagnetic data,79
17,2014-05-27,Wright State University; Wright State University; Wright-Patterson AFB,Naum I. Gershenzon; Gust Bambakidis; Igor Ternovskiy,Electrical and Electromagnetic Methods,USA; USA; USA,5,earthquake; electromagnetics; magnetotelluric; modeling; near surface,4,2014-09-04,2014-03-15,Coseismic electromagnetic field due to the electrokinetic effect,79
18,2014-05-12,Schlumberger Geosolutions,Nestor H. Cuevas,Electrical and Electromagnetic Methods,Italy,5,electromagnetics; modeling,7,2014-08-27,2013-06-14,Analytical solutions of EM fields due to a dipolar source inside an infinite casing,79
19,2014-04-22,CGG Aviation,Carlos Cevallos,Gravity Exploration Methods,Australia,5,Curvatures; gradients; gravity,12,2014-07-21,2013-11-21,Automatic generation of 3D geophysical models using curvatures derived from airborne gravity gradient data,79
20,2014-06-09,Zhejiang University,Leyuan Wu; Gang Tian,Gravity Exploration Methods,China,5,Fourier transform; gravity; magnetics,4,2014-08-05,2014-01-25,High-precision Fourier forward modeling of potential fields,79
21,2014-06-04,Geological Survey of Canada,Mark Pilkington; Pejman Shamsipour,Gravity Exploration Methods,Canada,5,airborne survey; gravity; noise; filtering,4,2014-08-05,2014-02-19,Noise reduction procedures for gravity-gradiometer data,79
22,2014-06-18,Universidade Federal do Pará; Universidade Federal do Pará,João B. C. Silva; Darcicléa F. Santos; Karina P. Gomes,Gravity Exploration Methods,Brazil; Brazil,5,gravity; inversion; interpretation,6,2014-08-22,2014-01-17,Fast gravity inversion of basement relief,79
23,2014-06-11,China University of Geosciences (Beijing); Chevron Corporation,Yajing Chen; Keh-Jim Dunn; Xuewei Liu; Manlin Du; Xiong Lei,Interpretation Methods,China; USA,5,hydrates; P-wave; interpolation,1,2014-08-21,2013-07-15,New method for estimating gas hydrate saturation in the Shenhu area,79
24,2014-05-27,Tongji University; University of Houston; Tongji University; University of Houston; SINOPEC,Luanxiao Zhao; Jianhua Geng; Jiubing Cheng; De-hua Han; Tonglou Guo,Reservoir Geophysics,China; USA; China; USA; China,5,carbonate; rock physics; case history; inversion; amplitude variation with offset (AVO),5,2014-08-05,2013-11-02,Probabilistic lithofacies prediction from prestack seismic data in a heterogeneous carbonate reservoir,79
25,2014-05-16,Norwegian University of Science and Technology (NTNU),Tuhin Bhakta; Martin Landrø ,Reservoir Geophysics,Norway,5,4D; time-lapse,10,2014-08-19,2013-11-20,Estimation of pressure-saturation changes for unconsolidated reservoir rocks with high VP/VS ratio,79
26,2014-05-12,Chinese Academy of Sciences,Jingbo Yu,Seismic Attributes and Pattern Recognition,China,5,3D; algorithm; faults; seismic attributes,10,2014-07-21,2014-01-02,Using cylindrical surface-based curvature change rate to detect faults and fractures,79
27,2014-04-23,University of Alberta,Amsalu Y. Anagaw; Mauricio D. Sacchi,Seismic Inversion,Canada,5,acoustic; imaging; inversion; optimization; wave propagation,8,2014-07-21,2013-07-14,Comparison of multifrequency selection strategies for simultaneous-source full-waveform inversion,79
28,2014-04-23,Korea Institute of Ocean Science and Technology; Inha University; Seoul National University,Woohyun Son; Sukjoon Pyun; Changsoo Shin; Han-Joon Kim,Seismic Inversion,Republic of Korea; Republic of Korea; Republic of Korea,5,inversion; marine; acoustic; 2D; finite element,2,2014-08-05,2013-10-13,An algorithm adapting encoded simultaneous-source full-waveform inversion to marine-streamer acquisition data,79
29,2014-06-11,Seoul National University; Saudi Aramco,Hyunggu Jun; Youngseo Kim; Jungkyun Shin; Changsoo Shin; Dong-Joo Min,Seismic Inversion,Republic of Korea; Saudi Arabia,5,2D; inversion; wave equation; modeling,4,2014-08-19,2013-07-26,Laplace-Fourier-domain elastic full-waveform inversion using time-domain modeling,79
30,2014-06-04,Norwegian University of Science and Technology,Jon Marius Venstad,Seismic Inversion,Norway,5,algorithm; inversion; time-lapse; tomography; traveltime,4,2014-08-21,2013-06-28,Dynamic time warping — An improved method for 4D and tomography time shift estimation?,79
31,2014-06-04,China University of Petroleum; CNOOC Research Institute,Xingyao Yin; Shixin Zhang,Seismic Inversion,China; China,5,amplitude variation with offset (AVO); amplitude; bulk modulus; inversion; rock physics,18,2014-08-21,2013-10-04,Bayesian inversion for effective pore-fluid bulk modulus based on fluid-matrix decoupled amplitude variation with offset approximation,79
32,2014-04-23,Federal University of Bahia (UFBA); UFBA; UFBA,Edvaldo S. Araujo; Reynam C. Pestana; Adriano W. G. dos Santos,Seismic Migration,Brazil; Brazil; Brazil; Brazil; Mexico,5,wave equation; RTM; imaging; Fourier transform; acoustic,6,2014-07-21,2013-08-09,Symplectic scheme and the Poynting vector in reverse-time migration,79
33,2014-05-06,China University of Petroleum (East China); CNOOC Research Institute; Qingdao Institute of Marine Geology,Qizhen Du; Xufei Gong; Mingqiang Zhang; Yitong Zhu; Gang Fang,Seismic Migration,China; China; China,5,3D; converted wave; imaging; RTM; multicomponent,18,2014-07-21,2013-07-11,3D PS-wave imaging with elastic reverse-time migration,79
34,2014-05-27,Los Alamos National Laboratory; ExxonMobil Upstream Research Company; Los Alamos National Laboratory,Sirui Tan; Lianjie Huang,Seismic Migration,USA; USA; USA,5,reverse time migration (RTM); imaging; finite difference; wave equation,13,2014-07-21,2014-02-13,Reducing the computer memory requirement for 3D reverse-time migration with a boundary-wavefield extrapolation method,79
35,2014-05-19,Los Alamos National Laboratory; Geophysics Group; ExxonMobil Upstream Research Company; Geophysics Group,Sirui Tan; Lianjie Huang,Seismic Migration,USA; USA; USA,5,imaging; least squares; Reverse time migration,19,2014-08-04,2014-01-14,Least-squares reverse-time migration with a wavefield-separation imaging condition and updated source wavefields,79
36,2014-05-27,King Abdullah University of Science and Technology,M. A. H. Zuberi; Tariq Alkhalifah,Seismic Migration,Saudi Arabia,5,imaging; multiples; scattering; Reverse time migration,2,2014-08-05,2013-07-29,Generalized internal multiple imaging,79
37,2014-05-06,Petroleum Geo-Services As; University of Oslo; Petroleum Geo-Services As; University of Oslo,Alba Ordoñez; Walter Söllner; Tilman Klüver; Leiv J. Gelius,Seismic Migration,Norway; Norway; Norway; Norway,5,imaging; multicomponent; migration,7,2014-08-21,2013-09-16,Migration of primaries and multiples using an imaging condition for amplitude-normalized separated wavefields,79
38,2014-05-27,University of Hamburg; St. Petersburg State University,Benjamin Schwarz; Claudia Vanelle; Dirk Gajewski; Boris Kashtan,Seismic Migration,Germany; Russian Federation,5,multiparameter; normal moveout (NMO); traveltime,22,2014-08-21,2013-05-24,Curvatures and inhomogeneities: An improved common-reflection-surface approach,79
39,2014-05-27,Université Nice-Sophia Antipolis; Université Joseph Fourier; Université Joseph Fourier; University of Grenoble I,Stephane Operto; Romain Brossier; Laure Combe; Ludovic Métivier; Alessandra Ribodetti; Jean Virieux,Seismic Modeling and Wave Propagation,France; France; France; France,5,Wave equation; frequency domain; finite difference; vertical transverse isotropy,17,2014-08-25,2013-12-30,Computationally efficient three-dimensional acoustic finite-difference frequency-domain seismic modeling in vertical transversely isotropic media with sparse direct solver,79
40,2014-05-19,Chinese Academy of Sciences; University of Central Florida,Yanfei Wang; Wenquan Liang; Zuhair Nashed; Xiao Li; Guanghe Liang; Changchun Yang,Seismic Modeling and Wave Propagation,China; USA,5,acoustic; finite difference,19,2014-08-25,2014-02-16,Seismic modeling by optimizing regularized staggered-grid finite-difference operators using a time-space-domain dispersion-relationship-preserving method,79
41,2014-05-19,The Norwegian University of Science and Technology (NTNU); Universidade Federal da Bahia; Universidade Federal da Bahia,Bjørn Ursin; Michelângelo G. Silva; Milton J. Porsani,Seismic Velocity/Statics,Norway; Brazil; Brazil,5,velocity analysis; traveltime; coherence; processing; filtering,3,2014-08-12,2013-07-10,Signal and traveltime parameter estimation using singular value decomposition,79
42,2014-04-18,University of Alberta,Nasser Kazemi; Mauricio D. Sacchi,Signal Processing,Canada,5,algorithm; deconvolution; Gulf of Mexico; signal processing; optimization,21,2014-06-24,2013-12-15,Sparse multichannel blind deconvolution,79
43,2014-05-06,University of Tehran,Ali Gholami,Signal Processing,Iran,5,Phase retrieval; Regularization; Static correction; Wavelet deconvolution; Multichannel deconvolution; Interpolation,2,2014-07-21,2013-08-25,Phase retrieval through regularization for seismic problems,79
44,2014-05-15,Tsinghua University,Ying-Qiang Zhang; Wen-Kai Lu,Signal Processing,China,5,prestack data regularization; cable interpolation; time-invariant Radon transform; sparsity; iterative shrinkage,10,2014-07-31,2013-07-29,2D and 3D prestack seismic data regularization using an accelerated sparse time-invariant Radon transform,79
45,2014-06-04,The University of Texas at Austin,Yangkang Chen; Sergey Fomel; Jingwei Hu,Signal Processing,USA,5,acquisition; noise; inversion; signal processing; ocean-bottom node,91,2014-08-05,2013-12-02,Iterative deblending of simultaneous-source seismic data using seislet-domain shaping regularization,79
46,2014-06-06,ConocoPhillips,Stephen K. Chiu,Signal Processing,USA,5,interpolation; aliasing; signal processing; prestack; poststack,11,2014-08-13,2014-02-24,Multidimensional interpolation using a model-constrained minimum weighted norm interpolation,79
47,2014-05-19,"King Abdullah University of Science and Technology; BP America, Inc.; King Khalid University",Gerard Schuster; Yunsong Huang; Sherif M. Hanafy; Min Zhou; Jianhua Yu; Ola Alhagan; Wei Dai,Tutorials and Expository Discussions,Saudi Arabia; USA; Saudi Arabia,5,reflection; datum; statics; diffraction,5,2014-08-13,2013-08-23,Review on improved seismic imaging with closure phase,79
48,2014-05-12,Lawrence Livermore National Laboratory; ChevronTexaco; Landsvirkjun; University of California San Diego,Whitney J. Trainor-Guitton; G. Michael Hoversten; Abelardo Ramirez; Jeffery Roberts; Egill Juliusson; Kerry Key; Robert Mellors,Tutorials and Expository Discussions,USA; USA; Iceland; USA,5,value of information; magnetotelluric; blind geothermal prospect,5,2014-08-25,2013-09-05,The value of spatial information for determining well placement: A geothermal example,79
49,2014-09-18,ConocoPhillips; University of Calgary; Colorado School of Mines; Seismic Science LLC,Baishali Roy; Laurence Lines; Mike Batzle; Jyoti Behura,Attenuation: Advances in analysis and estimation,USA; Canada; USA; USA,5,-,1,2014-09-18,2014-09-18,Attenuation: Advances in analysis and estimation — Introduction,79
50,2014-07-03,University of Houston,Fuyong Yan; De-hua Han; Qiuliang Yao; Luanxiao Zhao,Attenuation: Advances in analysis and estimation,USA,5,attenuation; dispersion; rock physics; P-wave; porosity,7,2014-09-16,2013-11-11,Prediction of seismic wave dispersion and attenuation from ultrasonic velocity measurements,79
51,2014-07-11,ETH Zurich; University of Toronto; ETH Zurich; University of Lausanne,Nicola Tisato; Beatriz Quintal,Attenuation: Advances in analysis and estimation,Switzerland; Canada; Switzerland; Switzerland,5,attenuation; dispersion; rock physics,18,2014-09-16,2013-11-13,Laboratory measurements of seismic attenuation in sandstone: Strain versus fluid saturation effects,79
52,2014-07-11,University of Lausanne; Ruhr-University Bochum,Beatriz Quintal; Ralf Jänicke; J. Germán Rubino; Holger Steeb; Klaus Holliger,Attenuation: Advances in analysis and estimation,Switzerland; Germany,5,rock physics; shear wave (S-wave); attenuation; fractures,16,2014-09-16,2013-11-07,Sensitivity of S-wave attenuation to the connectivity of fractures in fluid-saturated rocks,79
53,2014-04-23,Colorado School of Mines; Indian Institute of Technology Bombay; Colorado School of Mines,Bharath Shekar; Ilya Tsvankin,Attenuation: Advances in analysis and estimation,Colorado; USA; India; USA,5,attenuation; anisotropy; asymptotic analysis; inhomogeneity angle; point-source radiation,1,2014-09-16,2013-11-11,Point-source radiation in attenuative anisotropic media,79
54,2014-06-11,Curtin University; CSIRO Energy; Curtin University; CSIRO Earth Science and Resource Engineering; CO2CRC; Curtin University; CO2CRC,Qiaomu Qi; Tobias M. Müller; Boris Gurevich; Sofia Lopes; Maxim Lebedev; Eva Caspari,Attenuation: Advances in analysis and estimation,Australia; Australia; Australia; Australia; Australia; Australia,5,acoustic; attenuation; dispersion; rock physics; wave propagation,13,2014-09-16,2013-11-14,Quantifying the effect of capillarity on attenuation and dispersion in patchy-saturated rocks,79
