,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
14,2012-05-08,Schlumberger-Doll Research,A. Abubakar; T. M. Habashy; Y. Lin; M. Li,Electrical and Electromagnetic Methods,USA,5,electromagnetics; inversion; wavelet,5,2012-08-24,2011-12-05,A model-compression scheme for nonlinear electromagnetic inversions,77
15,2012-06-15,GFZ German Research Centre for Geosciences; Geological Survey of Denmark and Greenland GEUS,Maria Baumann-Wilke; Klaus Bauer; Niels H. Schovsbo; Manfred Stiller,Engineering and Environmental Geophysics,Germany; Denmark,5,tomography; P-wave; traveltime; black shale,6,2012-08-23,2011-09-02,"P-wave traveltime tomography for a seismic characterization of black shales at shallow depth on Bornholm, Denmark",77
16,2012-06-13,Johns Hopkins University; Johns Hopkins University,Shao-Yiu Hsu; Joseph Katz; Markus Hilpert,Engineering and Environmental Geophysics,USA; USA,5,groundwater; visualization; hydrology; imaging,6,2012-09-07,2012-02-08,Theoretical and experimental study of resonance of blobs in porous media,77
17,2012-05-19,Korea Institute of Geoscience and Mineral Resources; Colorado School of Mines; Colorado School of Mines,Hyoungrea Rim; Yaoguo Li,Gravity Exploration Methods,Korea; USA; USA,5,gravity; borehole geophysics; inversion; mining; monitoring,8,2012-08-30,2012-01-03,Single-hole imaging using borehole gravity gradiometry,77
18,2012-05-14,PolytopX; Schlumberger-EMI,Michael J. Tompkins,Interdisciplinary Studies,USA; USA,5,-,0,2012-08-08,2011-10-07,Efficient estimation of nonlinear posterior model covariances using maximally sparse cubature rules,77
19,2012-05-09,Schlumberger-Doll Research,Lin Liang; Aria Abubakar; Tarek M. Habashy,Interdisciplinary Studies,USA,5,inversion; CSEM; multiphysics; reservoir monitoring,2,2012-08-08,2012-01-11,Joint inversion of controlled-source electromagnetic and production data for reservoir monitoring,77
20,2012-06-07,Colorado School of Mines; Colorado School of Mines; Université de Savoie; Université de Rouen,H. Mahardika; A. Revil; A. Jardani,Interdisciplinary Studies,USA; USA; France; France,5,Electrical properties; Hydrogeophysics; Permeability and porosity,16,2012-08-24,2012-01-16,Waveform joint inversion of seismograms and electrograms for moment tensor characterization of fracking events,77
21,2012-06-10,"Université Grenoble; Centre Scientifique et Technique; University of California, San Diego",Margherita Corciulo; Philippe Roux; Michel Campillo; Dominique Dubucq; W. A. Kuperman,Passive Seismic Methods,France; France; USA,5,sources; noise; crosscorrelation; monitoring; passive seismic,8,2012-08-27,2011-11-01,Multiscale matched-field processing for noise-source localization in exploration geophysics,77
22,2012-05-02,Norwegian University of Science and Technology; Institute of Petroleum Geology and Geophysics; Statoil ASA,Lyubov Skopintseva; Arkady Aizenberg; Milana Ayzenberg; Martin Landrø; Tatyana Nefedkina,Seismic Amplitude Interpretation,Norway; Russia; Norway,5,amplitude variation with offset (AVO); modeling; inversion; head waves,5,2012-08-08,2011-08-08,The effect of interface curvature on AVO inversion of near-critical and postcritical PP-reflections,77
23,2012-05-11,Seoul National University,Wansoo Ha; Changsoo Shin,Seismic Inversion,Republic of Korea,5,inversion; algorithm,22,2012-08-08,2011-10-15,Laplace-domain full-waveform inversion of seismic data lacking low-frequency information,77
24,2012-06-06,Colorado School of Mines,Yong Ma; Dave Hale,Seismic Inversion,USA,5,inversion; wave equation; Hessian; quasi-Newton; sparse; interpolation; optimization,20,2012-08-08,2011-12-22,Quasi-Newton full-waveform inversion with a projected Hessian matrix,77
25,2012-06-12,Petrobras/CENPES/PDGEO/GEOF and Universidade Federal do Rio de Janeiro/COPPE; Universidade Federal do Rio de Janeiro/COPPE; The University of Texas at Dallas,Luiz Alberto Santos; Webe Joao Mansur; George A. McMechan,Seismic Inversion,Brazil; Brazil; USA,5,diffraction; tomography; inversion,3,2012-08-24,2011-10-05,Tomography of diffraction-based focusing operators,77
26,2012-04-11,University of California,Rui Yan; Xiao-Bi Xie,Seismic Migration,USA,5,Reverse time migration; imaging; compressional wave (P-wave); shear wave (S-wave),55,2012-08-08,2011-11-12,An angle-domain imaging condition for elastic reverse time migration and its application to angle gather extraction,77
27,2012-06-13,Chinese Academy of Sciences; Chinese Academy of Sciences; CGGVeritas Services,Jianfeng Zhang; Jincheng Xu; Hao Zhang,Seismic Migration,China; China; Singapore,5,migration; near surface; prestack; statics; 3D,4,2012-08-17,2011-11-06,Migration from 3D irregular surfaces: A prestack time migration approach,77
28,2012-05-03,University of Washington; Chevron Energy Technology Company,Kenneth P. Bube; Tamas Nemeth; Joseph P. Stefani; Wei Liu; Kurt T. Nihei; Ray Ergas; Linbin Zhang,Seismic Modeling and Wave Propagation,USA; USA,5,"anisotropy; modeling; acoustic, ; Reverse time migration",3,2012-08-08,2011-07-11,First-order systems for elastic and acoustic variable-tilt TI media,77
29,2012-05-03,University of Washington; Chevron Energy Technology Company,Kenneth P. Bube; Tamas Nemeth; Joseph P. Stefani; Ray Ergas; Wei Liu; Kurt T. Nihei; Linbin Zhang,Seismic Modeling and Wave Propagation,USA; USA,5,anisotropy; modeling; acoustic; Reverse time migration,16,2012-08-09,2011-07-11,On the instability in second-order systems for acoustic VTI and TTI media,77
30,2012-05-25,Federal University of Rio de Janeiro,Leandro Di Bartolo; Cleberson Dors; Webe J. Mansur,Seismic Modeling and Wave Propagation,Brazil,5,wave equation; acoustic; finite difference; 2D; amplitude,14,2012-08-21,2011-09-16,A new family of finite-difference schemes to solve the heterogeneous acoustic wave equation,77
31,2012-05-26,Saudi Aramco,Saleh M. Al-Saleh; Jianwu Jiao,Seismic Velocity/Statics,Saudi Arabia,5,algorithm; Sub-salt; imaging; tomography; wave equation,3,2012-09-07,2011-11-01,Migration velocity analysis using traveltime wavefield tomography,77
32,2012-04-10,University of Houston; Computational Geophysics LLC; Repsol,Charles I. Puryear; Oleg N. Portniaguine; Carlos M. Cobos; John P. Castagna,Signal Processing,USA; USA; USA,5,resolution; spectral analysis; Fourier transform; least squares; seismic attributes,32,2012-08-08,2011-06-14,Constrained least-squares spectral analysis: Application to seismic data,77
33,2012-04-23,ExxonMobil Upstream Research Company; ExxonMobil Exploration Company,Mamadou S. Diallo; Warren S. Ross; Andrew P. Shatilo; Inmaculada Dura-Gomez; Gary C. Szurek,Signal Processing,USA; USA,5,multicomponent; near surface; noise; surface wave; attenuation,0,2012-08-09,2011-11-04,Application of constrained polarization filtering for surface-wave mitigation: Three case studies,77
34,2012-09-06,Uppsala University; Curtin University; Geological Survey of Canada; University of Toronto,Alireza Malehmir; Milovan Urosevic; Gilles Bellefleur; Christopher Juhlin; Bernd Milkereit,Seismic Methods in Mineral Exploration,Sweden; Australia; Canada; Canada,5,-,4,2012-09-06,1900-07-14,Seismic methods in mineral exploration and mine planning — Introduction,77
35,2012-04-07,GNS Science; Geological Survey of Canada; Pétrolia; Mira Geoscience Ltd.; Waseca Energy Inc.,Christof Mueller; Gilles Bellefleur; Erick Adam; Gervais Perron; Marko Mah; Dave Snyder,Seismic Methods in Mineral Exploration,New Zealand; Canada; Canada; Canada; Canada,5,3D; imaging; scattering; vertical seismic profile (VSP); borehole geophysics,2,2012-09-07,2011-11-29,"Performance of low-fold scalar migration for downhole seismic imaging of massive sulfide ore deposits at Norman West, Sudbury, Canada",77
36,2012-03-16,University of Helsinki; Pöyry Finland Oy; Pyhäsalmi Mine Oy; Geological Survey of Canada; Geological Survey of Finland; University of Helsinki,Suvi Heinonen; Marcello Imaña; David B. Snyder; Ilmo T. Kukkonen; Pekka J. Heikkinen,Seismic Methods in Mineral Exploration,Finland; Finland; Finland; Canada; Finland; Finland,5,case history; Europe; reflection; imaging; 2D,9,2012-09-07,2011-07-01,Seismic reflection profiling of the Pyhäsalmi VHMS-deposit: A complementary approach to the deep base metal exploration in Finland,77
37,2012-04-07,Geological Survey of Canada; Uppsala University; GNS Science,Gilles Bellefleur; Alireza Malehmir; Christof Müller,Seismic Methods in Mineral Exploration,Canada; Sweden; New Zealand,5,mining; modeling; reflection,17,2012-09-07,2011-11-03,"Elastic finite-difference modeling of volcanic-hosted massive sulfide deposits: A case study from Half Mile Lake, New Brunswick, Canada",77
38,2012-04-09,Geological Survey of Canada; Polish Academy of Sciences,D. J. White; M. Malinowski,Seismic Methods in Mineral Exploration,Canada; Poland,5,2D; interpretation; mining; migration,3,2012-09-06,2011-11-28,"Interpretation of 2D seismic profiles in complex geological terrains: Examples from the Flin Flon mining camp, Canada",77
39,2012-04-23,Geological Survey of Canada; Sensor Geophysical Ltd.; Polish Academy of Sciences,D. J. White; D. Secord; M. Malinowski,Seismic Methods in Mineral Exploration,Canada; Canada; Poland,5,seismic; mining; ore; sulfide,15,2012-09-06,2011-11-30,"3D seismic imaging of volcanogenic massive sulfide deposits in the Flin Flon mining camp, Canada: Part 1 — Seismic results",77
40,2012-05-11,Fugro; Memorial University,Deanne Duff; Charles Hurich; Sharon Deemer,Seismic Methods in Mineral Exploration,Canada; Canada,5,mining; seismic impedance; survey design,7,2012-09-07,2011-11-29,Seismic properties of the Voisey’s Bay massive sulfide deposit: Insights into approaches to seismic imaging,77
41,2012-05-05,Uppsala University; Luleå University of Technology,Mahdieh Dehghannejad; Alireza Malehmir; Christopher Juhlin; Pietari Skyttä,Seismic Methods in Mineral Exploration,Sweden; Sweden,5,finite-difference modeling; Kristineberg mine; mining; prestack time migration; viscoelastic,14,2012-09-06,2011-11-24,"3D constraints and finite-difference modeling of massive sulfide deposits: The Kristineberg seismic lines revisited, northern Sweden",77
42,2012-05-20,Polish Academy of Sciences; Geological Survey of Canada,Michal Malinowski; Ernst Schetselaar; Donald J. White,Seismic Methods in Mineral Exploration,Poland; Canada,5,mining; modeling; interpretation; 3D,16,2012-09-06,2011-11-28,"3D seismic imaging of volcanogenic massive sulfide deposits in the Flin Flon mining camp, Canada: Part 2 — Forward modeling",77
43,2012-05-23,Uppsala University; First Quantum Minerals Ltd.; Curtin University; University of Helsinki,Alireza Malehmir; Christopher Juhlin; Chris Wijns; Milovan Urosevic; Petri Valasti; Emilia Koivisto,Seismic Methods in Mineral Exploration,Sweden; Australia; Australia; Finland,5,3D; mining; near surface; faults; fractures,21,2012-09-07,2011-11-24,"3D reflection seismic imaging for open-pit mine planning and deep exploration in the Kevitsa Ni-Cu-PGE deposit, northern Finland",77
44,2012-05-25,Uppsala University; Geological Survey of Canada,Saeid Cheraghi; Alireza Malehmir; Gilles Bellefleur,Seismic Methods in Mineral Exploration,Sweden; Canada,5,3D; processing; mining; acquisition footprint,14,2012-09-06,2011-11-28,"3D imaging challenges in steeply dipping mining structures: New lights on acquisition geometry and processing from the Brunswick no. 6 seismic data, Canada",77
45,2012-05-13,Curtin University; Consolidated Minerals Limited; Curtin University,Milovan Urosevic; Ganesh Bhat; Marcos Hexsel Grochau,Seismic Methods in Mineral Exploration,Western Australia; Western Australia; Western Australia,5,3D; acquisition; Australia; interpretation; mining,16,2012-09-06,2011-12-19,"Targeting nickel sulfide deposits from 3D seismicreflection data at Kambalda, Australia",77
46,2012-05-21,University of the Witwatersrand; University of the Witwatersrand; CSIR; Gold Fields Limited,Musa S. D. Manzi; Raymond J. Durrheim; Kim A. A. Hein; Nick King,Seismic Methods in Mineral Exploration,Republic of South Africa; Republic of South Africa; Republic of South Africa; Republic of South Africa,5,3D seismic method; edge detection attributes; water; methane; South Africa,14,2012-09-06,2012-04-18,"3D edge detection seismic attributes used to map potential conduits for water and methane in deep gold mines in the Witwatersrand basin, South Africa",77
47,2012-05-20,University of Helsinki; Uppsala University; Geological Survey of Finland,Emilia Koivisto; Alireza Malehmir; Pekka Heikkinen; Suvi Heinonen; Ilmo Kukkonen,Seismic Methods in Mineral Exploration,Finland; Sweden; Finland,5,2D; processing; reflection; mining; interpretation,14,2012-09-07,2011-12-06,"2D reflection seismic investigations at the Kevitsa Ni-Cu-PGE deposit, northern Finland",77
48,2012-05-23,University of the Witwatersrand; High Power Exploration; Gold Fields Limited; University of the Witwatersrand; CSIR Center for Mining Innovation,Musa S. D. Manzi; Mark A. S. Gibson; Kim A. A. Hein; Nick King; Raymond J. Durrheim,Seismic Methods in Mineral Exploration,Republic of South Africa; Republic of South Africa; Republic of South Africa; Republic of South Africa; Republic of South Africa,5,mining; imaging; prestack; seismic attributes; faults,11,2012-09-06,2012-04-16,"Application of 3D seismic techniques to evaluate ore resources in the West Wits Line goldfield and portions of the West Rand goldfield, South Africa",77
49,2012-06-07,Uppsala University; Council for Scientific and Industrial Research (CSIR) and University of the Witwatersrand; Geological Survey of Canada; Curtin University; University of Toronto; GAP Geophysics,Alireza Malehmir; Raymond Durrheim; Gilles Bellefleur; Milovan Urosevic; Christopher Juhlin; Donald John White; Bernd Milkereit; Geoff Campbell,Seismic Methods in Mineral Exploration,Sweden; South Africa; Canada; Australia; Canada; South Africa,5,mining; 3D; seismic; VSP; petrophysics,40,2012-09-07,2012-01-24,Seismic methods in mineral exploration and mine planning: A general overview of past and present case histories and a look into the future,77
50,2012-05-13,Geological Survey of Canada,D. J. White; B. A. Kjarsgaard,Seismic Methods in Mineral Exploration,Canada,5,2D; case history; mining; seismic stratigraphy,2,2012-09-06,2012-01-30,"Seismic delineation of the Orion South kimberlite, Fort à la Corne, Canada",77
51,2012-05-21,Cameco Corporation; Vibrometric Canada Limited,Garnet Wood; Clare O’Dowd; Calin Cosma; Nicoleta Enescu,Seismic Methods in Mineral Exploration,Canada; Canada,5,3D; Mining; Engineering; Borehole geophysics; Vertical seismic profiling,8,2012-09-07,2011-11-30,"An interpretation of surface and borehole seismic surveys for mine planning at the Millennium uranium deposit, northern Saskatchewan, Canada",77
52,2012-05-20,Geological Survey of Finland; University of Helsinki; Geological Survey of Finland,I. T. Kukkonen; S. Heinonen; P. Heikkinen; P. Sorjonen-Ward,Seismic Methods in Mineral Exploration,Finland; Finland; Finland,5,reflectivity; seismic impedance; vibroseis; 2D; Europe,9,2012-09-07,2012-01-26,"Delineating ophiolite-derived host rocks of massive sulfide Cu-Co-Zn deposits with 2D high-resolution seismic reflection data in Outokumpu, Finland",77
53,2012-06-01,Curtin University,Andrew Greenwood; Christian J. Dupuis; Milovan Urosevic; Anton Kepic,Seismic Methods in Mineral Exploration,Australia,5,vertical seismic profile (VSP); hydrophones; mining,4,2012-09-06,2011-12-01,Hydrophone VSP surveys in hard rock,77
54,2012-07-06,Curtin University of Technology; University of Calgary; Curtin University of Technology,Christopher B. Harrison; Milovan Urosevic,Seismic Methods in Mineral Exploration,Australia; Canada; Australia,5,2D; mining; inversion; processing; Australia,5,2012-09-06,2011-12-13,"Seismic processing, inversion, and AVO for gold exploration — Case study from Western Australia",77
