,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2012-10-31,,,Editor's Corner,,6,-,0,2012-10-31,2012-10-31,This issue of Geophysics,77
1,2012-08-27,Université de Nice Sophia-Antipolis; Boise State University; Boise State University; Delft University of Technology,T. Dylan Mikesell; Kasper van Wijk; Elmer Ruigrok; Andrew Lamb; Thomas E. Blum,Geophysics Letters,France; USA; USA; The Netherlands,6,refraction; statics; crosscorrelation; inversion; traveltime,7,2012-10-16,2012-04-03,A modified delay-time method for statics estimation with the virtual refraction,77
2,2012-06-24,GFZ German Research Centre for Geosciences; University of Leipzig; GFZ German Research Centre for Geosciences; Technical University Berlin; GFZ German Research Centre for Geosciences; GFZ German Research Centre for Geosciences; Statoil ASA,Peter Bergmann; Cornelia Schmidt-Hattenberger; Dana Kiessling; Carsten Rücker; Tim Labitzke; Jan Henninges; Gunther Baumann; Hartmut Schütt,Case Histories,Germany; Germany; Germany; Germany; Germany; Germany; Norway,6,resistivity; monitoring; 4D,51,2012-09-18,2011-12-19,"Surface-downhole electrical resistivity tomography applied to monitoring of CO2 storage at Ketzin, Germany",77
3,2012-07-13,Luleå University of Technology; Uppsala University,Mai-Britt Jensen; Artem Kashubin; Christopher Juhlin; Sten-Åke Elming,Case Histories,Sweden; Sweden,6,reflection; tomography; gravity; lithology; vibroseis,1,2012-10-12,2011-11-30,"Multidisciplinary study of the hanging wall of the Kiirunavaara iron ore deposit, northern Sweden",77
4,2012-08-30,Keele University; Keele University; Schlumberger; British Waterways; Scottish Canals,Jamie K. Pringle; Peter Styles; Claire P. Howell; Michael W. Branston; Rebecca Furner; Sam M. Toon,Case Histories,U. K; U. K.; U. K; U. K.; U. K,6,4D; gravity; mining; time-lapse,5,2012-10-31,2011-12-01,"Long-term time-lapse microgravity and geotechnical monitoring of relict salt mines, Marston, Cheshire, U. K.",77
5,2012-02-05,Carleton University; Husky Energy; Geological Survey of Canada; Carleton University; CNRS/Grenoble University; University of Bristol,Alexander Duxbury; Don White; Claire Samson; Stephen A. Hall; James Wookey; J.-Michael Kendall,Case Histories,Canada; Canada; Canada; Canada; France; U. K.,6,anisotropy; fractures; inversion; seismic attributes; modeling,8,2012-09-27,2011-02-23,Fracture mapping using seismic amplitude variation with offset and azimuth analysis at the Weyburn CO2 storage site,77
6,2012-08-11,NTNU,Pavel Golikov; Alexey Stovas,Anisotropy,Norway,6,2D; anisotropy; modeling; traveltime; velocity analysis,12,2012-10-08,2011-11-15,Traveltime parameters in tilted transversely isotropic media,77
7,2012-07-07,University of Texas at Austin; Texas A&amp;M University; The University of Texas at Austin,Zoya Heidari; Carlos Torres-Verdín,Borehole Geophysics and Rock Properties,USA; USA; USA,6,logging; log analysis; inversion; interpretation; apparent resistivity,3,2012-09-18,2012-01-04,Estimation of dynamic petrophysical properties of water-bearing sands invaded with oil-base mud from the interpretation of multiple borehole geophysical measurements,77
8,2012-07-21,Texas A&amp;M University,Kai Gao; Richard L. GibsonJr.,Borehole Geophysics and Rock Properties,U.S.A,6,fractures; time-lapse; rock physics; reservoir characterization,4,2012-09-25,2012-02-06,Pressure-dependent seismic velocities based on effective compliance theory and an asperity deformation model,77
9,2012-07-13,China University of Petroleum; Shenli Well Logging Company,Xiao-Ming Tang; Xue-lian Chen; Xiao-kai Xu,Borehole Geophysics and Rock Properties,China,6,rock physics; acoustic; fractures,23,2012-09-27,2012-03-10,A cracked porous medium elastic wave theory and its application to interpreting acoustic data from tight formations,77
10,2012-07-18,China University of Petroleum,Zhou-Tuo Wei; Xiao-Ming Tang,Borehole Geophysics and Rock Properties,China,6,borehole geophysics; finite difference; radiation; reflection; imaging,16,2012-09-27,2012-02-20,"Numerical simulation of radiation, reflection, and reception of elastic waves from a borehole dipole source",77
11,2012-06-09,Petromarker; University of Oslo; Petromarker; University of Oslo,Eirik G. Flekkøy; Endre Håland; Knut Jørgen Måløy,Electrical and Electromagnetic Methods,Norway; Norway; Norway; Norway,6,electromagnetics,4,2012-09-26,2011-05-03,Comparison of the low-frequency variations of the vertical and horizontal components of the electric background field at the sea bottom,77
12,2012-07-05,Rutgers University; Lancaster University,Kisa Mwakanyamale; Lee Slater; Andrew Binley; Dimitrios Ntarlagiannis,Electrical and Electromagnetic Methods,USA; U. K,6,induced polarization (IP); lithology; resistivity,11,2012-09-26,2011-10-11,Lithologic imaging using complex conductivity: Lessons learned from the Hanford 300 Area,77
13,2012-08-21,EMGS ASA,Rune Mittet; Jan Petter Morten,Electrical and Electromagnetic Methods,Norway,6,electromagnetics; marine; acquisition,19,2012-10-12,2012-01-13,Detection and imaging sensitivity of the marine CSEM method,77
14,2012-06-13,ETH Zurich; ETH Zurich; ETH Zurich; University of Lausanne,Edgar Manukyan; Hansruedi Maurer; Stefano Marelli; Stewart A. Greenhalgh; Alan G. Green,Engineering and Environmental Geophysics,Switzerland; Netherlands; Switzerland; Switzerland; Switzerland,6,near surface; time lapse; tomography; traveltime; wave propagation,6,2012-09-17,2011-10-20,Seismic monitoring of radioactive waste repositories,77
15,2012-07-05,"Pacific Northwest National Laboratory; Subsurface Insights, LLC; Rutgers University; Advanced Geosciences Inc.",Timothy C. Johnson; Roelof J. Versteeg; Mark Rockhold; Lee D. Slater; Dimitrios Ntarlagiannis; William J. Greenwood; John Zachara,Engineering and Environmental Geophysics,USA; USA; USA; USA,6,resistivity; resolution; inversion; statistics; 3D,17,2012-09-17,2012-04-04,"Characterization of a contaminated wellfield using 3D electrical resistivity tomography implemented with geostatistical, discontinuous boundary, and known conductivity constraints",77
16,2012-07-31,Institute of Bio and Geosciences,Sebastian Busch; Jan van der Kruk; Jutta Bikowski; Harry Vereecken,Ground-penetrating Radar,Germany,6,ground-penetrating radar (GPR); inversion; wave propagation; deconvolution; wavelet,35,2012-10-08,2012-02-10,Quantitative conductivity and permittivity estimation using full-waveform inversion of on-ground GPR data,77
17,2012-07-05,CSIRO Earth Science and Resource Engineering; CSIRO Materials Science and Engineering,Majid Beiki; David A. Clark; James R. Austin; Clive A. Foss,Magnetic Exploration Methods,Australia; Australia,6,magnetization; interpretation; deconvolution; magnetics; algorithm,21,2012-09-24,2011-10-31,Estimating source location using normalized magnetic source strength calculated from magnetic gradient tensor data,77
18,2012-07-05,University of Patras; LandTech Enterprises,G-Akis Tselentis; Nikolaos Martakis; Paraskevas Paraskevopoulos; Athanasios Lois; Efthimios Sokos,Passive Seismic Methods,Greece; Greece,6,earthquake; filtering; microseismic; passive seismic,13,2012-09-18,2011-08-10,"Strategy for automated analysis of passive microseismic data based on S-transform, Otsu’s thresholding, and higher order statistics",77
19,2012-07-18,Curtin University; CSIRO Earth Science and Resource Engineering,Boris Gurevich; Dina Makarynska,Poroelasticity,,6,wave propagation; rock physics,0,2012-09-18,2012-02-02,Rigorous bounds for seismic dispersion and attenuation due to wave-induced fluid flow in porous rocks,77
20,2012-06-09,Texas A &amp; M University; Chevron Energy Technology Company; Texas A &amp; M University,Alvaro Rey; Eric Bhark; Kai Gao; Akhil Datta-Gupta; Richard Gibson,Reservoir Geophysics,USA; USA; USA,6,4D; seismic attributes; inversion; reservoir characterization,3,2012-09-25,2011-09-18,Streamline-based integration of time-lapse seismic and production data into petroleum reservoir models,77
21,2012-06-06,Imperial College London,Yanghua Wang,Reservoir Geophysics,U. K,6,reservoir characterization; spectral analysis; artificial intelligence,16,2012-09-27,2011-09-01,Reservoir characterization based on seismic spectral variations,77
22,2012-07-28,China University of Petroleum,Zhaoyun Zong; Xingyao Yin; Guochen Wu,Seismic Amplitude Interpretation,China,6,inversion; prestack; rock physics; amplitude variation with offset (AVO),51,2012-09-27,2011-06-17,AVO inversion and poroelasticity with P- and S-wave moduli,77
23,2012-08-08,The University of Texas at Dallas,Martin Nyamapfumba; George A. McMechan,Seismic Attributes and Pattern Recognition,USA,6,interpretation; 3D; seismic attributes,1,2012-09-26,2012-02-12,"Gas hydrate and free gas petroleum system in 3D seismic data, offshore Angola",77
24,2012-07-03,Delft University of Technology; TXM Oil and Gas Exploration Ltd.,Guy Drijkoningen; Nihed el Allouche; Jan Thorbecke; Gábor Bada,Seismic Data Acquisition,The Netherlands,6,Shear Wave (S-wave); Modeling; Multicomponent; Near Surface; Marine,0,2012-10-12,2012-01-31,Nongeometrically converted shear waves in marine streamer data,77
25,2012-06-13,TOTAL E&amp;P; Geoscience Research Center; TOTAL,Pierre Thore; Christian Hubans,Seismic Inversion,U. K.; U. K.; France,6,4D; algorithm,5,2012-09-17,2011-07-23,"4D seismic-to-well tying, a key step towards 4D inversion",77
26,2012-06-10,Memorial University of Newfoundland; AGH — University of Science and Technology; Memorial University of Newfoundland,Tomasz Danek; Michael A. Slawinski,Seismic Inversion,Canada; Poland; Canada,6,anisotropy; traveltime; vertical seismic profile (VSP); inversion,0,2012-09-17,2012-02-13,Bayesian inversion of VSP traveltimes for linear inhomogeneity and elliptical anisotropy,77
27,2012-07-14,British Geological Survey,Gareth Williams; Andrew Chadwick,Seismic Inversion,U. K.,6,4D; rock physics; spectral analysis; resolution,18,2012-09-24,2011-11-07,Quantitative seismic analysis of a thin layer of CO2 in the Sleipner injection plume,77
28,2012-06-08,The University of Texas at Austin,Alexander Klokov; Sergey Fomel,Seismic Migration,USA,6,diffraction; imaging; migration; faults; Radon transform,66,2012-09-17,2012-01-13,Separation and imaging of seismic diffractions using migrated dip-angle gathers,77
29,2012-07-06,Chinese Academy of Sciences,Jing-Bo Chen,Seismic Modeling and Wave Propagation,China,6,modeling; finite difference; inversion; optimization,31,2012-09-17,2011-10-04,An average-derivative optimal scheme for frequency-domain scalar wave equation,77
30,2012-07-04,University of Bergen,Peyman Poor Moghaddam; Audun Libak; Henk Keers; Rolf Mjelde,Seismic Modeling and Wave Propagation,Norway,6,finite difference; modeling; wave propagation; reciprocity,0,2012-09-17,2011-12-06,Efficient and accurate modeling of ocean bottom seismometer data using reciprocity,77
31,2012-07-23,Colorado School of Mines,Steven Shawn Smith; Ilya Tsvankin,Seismic Modeling and Wave Propagation,USA,6,modeling; time-lapse; multicomponent; reservoir characterization; anisotropy,8,2012-10-05,2011-09-06,Modeling and analysis of compaction-induced traveltime shifts for multicomponent seismic data,77
32,2012-08-08,University of Houston; Saudi Aramco,Hong Liang; Yi Luo; Panos G. Kelamis; Arthur B. Weglein,Seismic Modeling and Wave Propagation,USA; Saudi Arabia,6,multiples; reflectivity; modeling; reflection,0,2012-10-12,2012-05-03,Reflector spectrum for relating seismic arrivals to reflectors,77
33,2012-08-05,"Colorado School of Mines; Japan Oil, Gas and Metals National Corporation; Colorado School of Mines",Mamoru Takanashi; Ilya Tsvankin,Seismic Velocity/Statics,U.S.A.; Japan; U.S.A,6,anisotropy; velocity analysis; migration; prestack; inversion,1,2012-10-08,2012-01-26,Migration velocity analysis for TI media in the presence of quadratic lateral velocity variation,77
