,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
12,2012-05-05,Colorado School of Mines; Université de Savoie; U.S. EPA,M. Karaoulis; A. Revil; J. Zhang; D. D. Werkema,Borehole Geophysics and Rock Properties,USA; France; USA,4,4D; borehole geophysics; inversion; resistivity; P-wave,14,2012-07-16,2012-01-09,Time-lapse joint inversion of crosswell DC resistivity and seismic data: A numerical investigation,77
13,2012-04-07,CSIRO Earth Science and Resource Engineering,B. Dickson; M. Craig,Borehole Geophysics and Rock Properties,Australia,4,deconvolution; logging; radiation; borehole geophysics,1,2012-07-18,2012-02-01,Deconvolving gamma-ray logs by adaptive zone refinement,77
14,2012-02-25,ETH Zürich; University of Lausanne; ETH Zürich; University of Adelaide; Eawag — Swiss Federal Institute of Aquatic Science and Technology,Ilaria Coscia; Niklas Linde; Stewart Greenhalgh; Tobias Vogt; Alan Green,Electrical and Electromagnetic Methods,Switzerland; Switzerland; Switzerland; Australia; Switzerland,4,resistivity; inversion; hydrology; crosswell,18,2012-06-18,2011-09-03,Estimating traveltimes and groundwater flow patterns using 3D time-lapse crosshole ERT imaging of electrical resistivity fluctuations induced by infiltrating river water,77
15,2012-03-02,University of Kiel; Russian Academy of Sciences,Anna Avdeeva; Dmitry Avdeev; Marion Jegen,Electrical and Electromagnetic Methods,Germany; Russia,4,3D; magnetotelluric; modeling; inversion; Salt,9,2012-06-19,2011-05-10,Detecting a salt dome overhang with magnetotellurics: 3D inversion methodology and synthetic model studies,77
16,2012-04-23,Lawrence Berkeley National Laboratory; Chevron Energy Technology Company; Scripps Institution of Oceanography; Chevron Geothermal and Power Operations; Cumming Geosciences,Jinsong Chen; G. Michael Hoversten; Kerry Key; Gregg Nordquist; William Cumming,Electrical and Electromagnetic Methods,USA; USA; USA; USA; USA,4,magnetotelluric; statistics; inversion; geothermal; electromagnetics,19,2012-06-26,2011-10-25,Stochastic inversion of magnetotelluric data using a sharp boundary parameterization and application to a geothermal site,77
17,2012-03-26,"University of California at San Diego; BlueGreen Geophysics, LLC; University of California at San Diego; CSIRO Earth Science and Resource Engineering; University of Western Australia; BHP Billiton",David Myer; Steven Constable; Kerry Key; Michael E. Glinsky; Guimin Liu,Electrical and Electromagnetic Methods,USA; USA; USA; Australia; Australia; Australia,4,Australia; electromagnetics; statistics; case history; resistivity,23,2012-06-27,2011-10-04,"Marine CSEM of the Scarborough gas field, Part 1: Experimental design and data uncertainty",77
18,2012-04-23,ETH Zürich; University of Uppsala; University of Lausanne,Thomas Kalscheuer; Juliane Hübert; Alexey Kuvshinov; Tobias Lochbühler; Laust B. Pedersen,Electrical and Electromagnetic Methods,Switzerland; Sweden; Switzerland,4,magnetotelluric; electromagnetics; inversion; engineering,7,2012-07-13,2012-01-14,A hybrid regularization scheme for the inversion of magnetotelluric data from natural and controlled sources to layer and distortion parameters,77
19,2012-03-04,University of São Paulo; Colorado School of Mines; Université de Savoie,Sergio J. S. Fachin; Eduardo L. Abreu; Carlos A. Mendonça; André Revil; Guilherme C. Novaes; Suzan S. Vasconcelos,Engineering and Environmental Geophysics,Brazil; USA; France,4,environmental,7,2012-06-19,2011-09-21,Self-potential signals from an analog biogeobattery model,77
20,2012-03-03,Politecnico di Torino; Politecnico di Torino; WesternGeco,Paolo Bergamo; Daniele Boiero; Laura Valentina Socco,Engineering and Environmental Geophysics,Italy; Italy; U.K,4,surface wave; processing; 2D,24,2012-06-18,2012-01-26,Retrieving 2D structures from surface-wave data by means of space-varying spatial windowing,77
21,2012-04-13,Observatório Nacional,Leonardo Uieda; Valéria C. F. Barbosa,Gravity Exploration Methods,Brazil,4,3D; algorithm; airborne survey; gravity; inversion,25,2012-06-22,2011-10-03,Robust 3D gravity gradient inversion by planting anomalous densities,77
22,2012-03-25,Heidelberg University; UFZ — Helmholtz Centre for Environmental Research; WESS — Water and Earth System Science Competence Cluster,Jens S. Buchner; Ute Wollschläger; Kurt Roth,Ground-penetrating Radar,Germany; Germany; Germany,4,ground-penetrating radar (GPR); inversion; crosscorrelation; finite difference; hydrology,3,2012-06-22,2011-11-28,Inverting surface GPR data using FDTD simulation and automatic detection of reflections to estimate subsurface water content and geometry,77
23,2012-03-29,Forschungszentrum Jülich; ETH Zürich; Edinburgh University,Anja Klotzsche; Jan van der Kruk; Giovanni Meles; Harry Vereecken,Ground-penetrating Radar,Germany; Switzerland; U. K.,4,ground-penetrating radar (GPR); crosswell; wavelet; near surface; inversion,22,2012-06-25,2011-11-15,Crosshole GPR full-waveform inversion of waveguides acting as preferential flow paths within aquifer systems,77
24,2012-03-31,The University of Texas at Dallas; King Abdulaziz University; The University of Texas at Dallas,Hussein Harbi; George A. McMechan,Ground-penetrating Radar,USA; Saudi Arabia; USA,4,ground-penetrating radar (GPR); attenuation; scattering; 3D; tomography,6,2012-06-27,2011-09-08,"Conductivity and scattering Q in GPR data: Example from the Ellenburger dolomite, central Texas",77
25,2012-03-31,"University of Campinas, Geosciences Institute; Commonwealth Scientific and Industrial Research Organization (CSIRO); University of Brasília (UNB); Federal University of Paraná (UFPR)",Cleyton de Carvalho Carneiro; Stephen James Fraser; Alvaro Penteado Crósta; Adalene Moreira Silva; Carlos Eduardo de Mesquita Barros,Mining Geophysics,Brazil; Australia; Brazil; Brazil,4,processing; radiometrics; magnetics; mapping; lithology,16,2012-06-19,2011-08-11,Semiautomated geologic mapping using self-organizing maps and airborne geophysics in the Brazilian Amazon,77
26,2012-02-16,Spectraseis AG; Swiss Seismological Service; Spectraseis AG; Spectraseis Inc.; GDF-SUEZ E&amp;P Deutschland GmbH,Alexander Goertz; Barbara Schechinger; Benjamin Witten; Matthias Koerbe; Paul Krajewski,Passive Seismic Methods,Switzerland; Switzerland; USA; Germany,4,case history; passive seismic; imaging; multicomponent; spectral analysis,5,2012-06-18,2011-08-12,Extracting subsurface information from ambient seismic noise — A case study from Germany,77
27,2012-02-24,China University of Petroleum; Imperial College London; Imperial College London; China University of Petroleum; University of Edinburgh,Feng Zhang; Yanghua Wang; Xiang-Yang Li,Reservoir Geophysics,China; U. K.; U. K; China; U. K,4,impedance; reflectivity; reservoir characterization,12,2012-06-14,2011-07-19,Viabilities of seismic ray impedance and elastic impedance for hydrocarbon-sand discrimination,77
28,2012-03-26,Stanford University; Stanford University,Dario Grana; Tapan Mukerji; Jack Dvorkin; Gary Mavko,Reservoir Geophysics,USA; USA,4,reservoir characterization; inversion; rock physics; statistics; seismic attributes,32,2012-06-18,2011-10-19,Stochastic inversion of facies from seismic data based on sequential simulations and probability perturbation method,77
29,2012-04-01,Tongji University,Xinming Wu; Guangfa Zhong,Seismic Attributes and Pattern Recognition,China,4,interpretation; 3D; algorithm; sequence stratigraphy; seismic attributes,15,2012-06-19,2011-09-26,Generating a relative geologic time volume by 3D graph-cut phase unwrapping method with horizon and unconformity constraints,77
30,2012-03-22,NETL; West Virginia University,Dengliang Gao,Seismic Attributes and Pattern Recognition,USA; USA,4,seismic attributes; interpretation; 3D,5,2012-06-20,2012-01-19,Implications of the Fresnel-zone texture for seismic amplitude interpretation,77
31,2012-03-16,Indian School of Mines; University of Texas at Austin and CSIR-National Geophysical Research Institute,Puneet Saraswat; Mrinal K. Sen,Seismic Attributes and Pattern Recognition,India; India,4,seismic attributes; neural networks; lithology; interpretation; faults,10,2012-06-20,2011-06-11,Artificial immune-based self-organizing maps for seismic-facies analysis,77
32,2012-03-22,Université Grenoble; TOTAL,Margherita Corciulo; Philippe Roux; Michel Campillo; Dominique Dubucq,Seismic Interferometry,France; France,4,monitoring; noise; crosscorrelation,3,2012-07-06,2011-09-27,Instantaneous phase variation for seismic velocity monitoring from ambient noise at the exploration scale,77
33,2012-03-15,Seoul National University,Wansoo Ha; Changsoo Shin,Seismic Inversion,South Korea,4,finite difference; modeling; inversion; wave equation; wave propagation,2,2012-05-17,2011-10-21,Efficient Laplace-domain modeling and inversion using an axis transformation technique,77
34,2012-03-17,The University of Texas at Dallas,Xinfa Zhu; George A. McMechan,Seismic Inversion,USA,4,inversion; reflectivity; least squares; amplitude variation with offset (AVO); high-velocity layer,19,2012-06-18,2011-06-28,Elastic inversion of near- and postcritical reflections using phase variation with angle,77
35,2012-04-09,The University of Texas at Dallas; WesternGeco/Schlumberger; University of Texas at Dallas,Herurisa Rusmanugroho; George A. McMechan,Seismic Inversion,USA; USA; USA,4,3D; multicomponent; modeling; inversion,7,2012-06-18,2011-10-11,"3D, 9C seismic modeling and inversion of Weyburn Field data",77
36,2012-03-02,Tufts University; NGI; NORSAR; ICG; NGU; ICG; Vassar College,Eugene C. Morgan; Maarten Vanneste; Isabelle Lecomte; Laurie G. Baise; Oddvar Longva; Brian McAdoo,Seismic Inversion,USA; Norway; Norway; Norway; Norway; Norway; Norway; USA,4,inversion; attenuation; optimization; reflection; reservoir characterization,11,2012-06-18,2011-08-02,Estimation of free gas saturation from seismic reflection surveys by the genetic algorithm inversion of a P-wave attenuation model,77
37,2012-04-03,Colorado School of Mines; ConocoPhillips Company; In-Depth Geophysical,Yong Ma; Dave Hale; Bin Gong; Zhaobo (Joe) Meng,Seismic Inversion,USA; USA,4,inversion; optimization,33,2012-07-05,2011-10-06,Image-guided sparse-model full waveform inversion,77
38,2012-02-24,Exxon Mobil Upstream Research Company; Formerly Exxon Mobil Upstream Research Company; Exxon Mobil Information Technology Company,John E. Anderson; Lijian Tan; Don Wang,Seismic Migration,USA; USA; USA,4,anisotropy; migration; inversion; wave propagation; algorithm,29,2012-07-05,2011-03-29,Time-reversal checkpointing methods for RTM and FWI,77
39,2012-03-22,ConocoPhillips; The University of Texas at Austin,Chunlei Chu; Paul L. Stoffa,Seismic Modeling and Wave Propagation,USA; USA,4,modeling; finite difference; acoustic,7,2012-06-14,2011-08-19,An implicit finite-difference operator for the Helmholtz equation,77
40,2012-04-11,Academy of Sciences,Václav Vavryčuk,Seismic Modeling and Wave Propagation,Czech Republic,4,ray tracing; attenuation; algorithm; wave propagation,8,2012-06-19,2011-10-27,On numerically solving the complex eikonal equation using real ray-tracing methods: A comparison with the exact analytical solution,77
41,2012-03-17,ConocoPhillips; The University of Texas at Austin,Chunlei Chu; Paul L. Stoffa,Seismic Modeling and Wave Propagation,USA; USA,4,modeling; 3D; Fourier transform,5,2012-06-19,2011-10-18,Efficient 3D frequency response modeling with spectral accuracy by the rapid expansion method,77
42,2012-04-11,Chinese Academy of Sciences,Jin-Hai Zhang; Zhen-Xing Yao,Seismic Modeling and Wave Propagation,China,4,algorithm; optimization; downward continuation; finite difference; steep dip,12,2012-06-18,2011-12-13,Globally optimized finite-difference extrapolator for strongly VTI media,77
43,2012-04-02,Lawrence Berkeley National Laboratory,Petr V. Petrov; Gregory A. Newman,Seismic Modeling and Wave Propagation,USA,4,3D; finite difference; modeling; Salt; wave propagation,9,2012-07-05,2011-06-30,3D finite-difference modeling of elastic wave propagation in the Laplace-Fourier domain,77
44,2012-04-07,Tel-Aviv University,Raanan Dafni; Moshe Reshef,Seismic Velocity/Statics,Israel,4,velocity analysis; migration; imaging,4,2012-06-18,2011-10-09,Interval velocity analysis using multiparameter common image gathers,77
45,2012-03-12,Saudi Arabian Oil Company,Shoudong Huo; Yi Luo; Panos G. Kelamis,Signal Processing,Saudi Arabia,4,attenuation; filtering; noise; processing; random,48,2012-06-14,2011-07-14,Simultaneous sources separation via multidirectional vector-median filtering,77
46,2012-04-12,University of Alberta,Mirko van der Baan,Signal Processing,Canada,4,attenuation; deconvolution; resolution; spectral analysis,28,2012-06-22,2011-12-09,Bandwidth enhancement: Inverse Q filtering or time-varying Wiener deconvolution?,77
47,2012-03-08,NTNU; Shell Internation Exploration and Production Inc.,M. Landrø; P. Hatchell,Tutorials and Expository Discussions,Norway; USA,4,acoustic; dispersion; head waves; processing; wave propagation,2,2012-06-27,2011-03-09,Normal modes in seismic data — Revisited,77
48,2012-07-20,Texas A&amp;M University; Memorial University of Newfoundland,Mark Everett; Colin Farquharson,Near-surface EM,USA; Canada,4,-,1,2012-07-20,2012-07-20,Near-surface electromagnetic induction — Introduction,77
49,2012-03-22,Defence Science and Technology Organisation,Julian Vrbancich,Near-surface EM,Australia,4,mapping; seafloor; sediment; airborne survey; Australia,7,2012-07-09,2011-09-23,"Airborne electromagnetic bathymetry and estimation of bedrock topography in Broken Bay, Australia",77
50,2012-04-19,University de Pierre ét Marie Curie,Cyril Schamper; Fayçal Rejiba; Roger Guérin,Near-surface EM,France,4,electromagnetics; near surface; inversion; algorithm,4,2012-07-12,2011-09-26,1D single-site and laterally constrained inversion of multifrequency and multicomponent ground-based electromagnetic induction data — Application to the investigation of a near-surface clayey overburden,77
51,2012-02-16,University of British Columbia,Elliot Holtham; Douglas W. Oldenburg,Near-surface EM,Canada,4,3D; airborne survey; electromagnetics; mining; modeling,4,2012-07-09,2011-09-29,Large-scale inversion of ZTEM data,77
52,2012-03-26,Centro de Investigación Científica y Educación Superior de Ensenada (CICESE); Geofísica Exploraciones Company; University of Manitoba; Universidad Autónoma de Nuevo León,Marco A. Pérez-Flores; Ricardo G. Antonio-Carpio; E. Gómez-Treviño; Ian Ferguson; S. Méndez-Delgado,Near-surface EM,México; México; Canada; México,4,3D; imaging; inversion; electromagnetics,12,2012-07-09,2011-10-07,Imaging of 3D electromagnetic data at low-induction numbers,77
53,2012-04-27,TechnoImaging; University of Utah; TechnoImaging,Leif H. Cox; Glenn A. Wilson; Michael S. Zhdanov,Near-surface EM,USA; USA; USA,4,3D; airborne survey; electromagnetics; inversion; modeling,34,2012-07-10,2011-10-03,3D inversion of airborne electromagnetic data,77
54,2012-03-23,Federal Institute for Geosciences and Natural Resources (BGR),Bernhard Siemon,Near-surface EM,Germany,4,electromagnetics; airborne survey; modeling; inversion; near surface,6,2012-07-09,2011-09-30,Accurate 1D forward and inverse modeling of high-frequency helicopter-borne electromagnetic data,77
55,2012-04-01,Universite de Strasbourg; Areva NC,Julien Guillemoteau; Pascal Sailhac; Mickael Behaegel,Near-surface EM,France; France,4,near surface; electromagnetics; airborne survey; inversion; imaging,10,2012-07-09,2011-09-30,Fast approximate 2D inversion of airborne TEM data: Born approximation and empirical approach,77
56,2012-05-10,The University of New South Wales; Monash University; Universidade de Lisboa,J. Triantafilis; V. Wong; F. A. Monteiro Santos; D. Page; R. Wege,Near-surface EM,Australia; Australia; Portugal,4,2D; modeling; electromagnetics; near surface; inversion,13,2012-07-09,2011-12-14,Modeling the electrical conductivity of hydrogeological strata using joint-inversion of loop-loop electromagnetic data,77
57,2012-03-23,Norwegian Geotechnical Institute; Alfred Wegener Institute for Polar and Marine Research,Andreas A. Pfaffhuber; Stefan Hendricks; Yme A. Kvistedal,Near-surface EM,Norway; Germany,4,electromagnetics; airborne survey; near surface; sensors; modeling,7,2012-07-09,2011-09-30,"Progressing from 1D to 2D and 3D near-surface airborne electromagnetic mapping with a multisensor, airborne sea-ice explorer",77
58,2012-04-12,Nanjing University; China National Petroleum Corporation; Nanjing University; China National Petroleum Corporation,Lanfang He; Xiumian Hu; Ligui Xu; Zhanxiang He; Weili Li,Near-surface EM,China; China; China; China,4,electromagnetics; monitoring; resistivity; time-lapse,6,2012-07-10,2011-10-26,Feasibility of monitoring hydraulic fracturing using time-lapse audio-magnetotellurics,77
59,2012-03-23,University of British Columbia; Sky Research Inc.,Lin-Ping Song; Douglas W. Oldenburg; Leonard R. Pasion,Near-surface EM,Canada; Canada,4,electromagnetics; near surface; arrays; imaging,7,2012-07-09,2011-10-04,Estimating source locations of unexploded ordnance using the multiple signal classification algorithm,77
60,2012-03-23,Monash University and Flagstaff GeoConsultants Pty. Ltd.; Electromagnetic Imaging Technologies Pty. Ltd.,Michael W. Asten; Andrew C. Duncan,Near-surface EM,Australia; Australia,4,electromagnetics; environmental; mining,5,2012-07-10,2011-10-04,The quantitative advantages of using B-field sensors in time-domain EM measurement for mineral exploration and unexploded ordnance search,77
61,2012-04-19,"Thayer School of Engineering; Sky Research, Inc.; Thayer School of Engineering; U.S. Army Corps of Engineers",Fridon Shubitidze; Juan Pablo Fernández; Irma Shamatava; Benjamin E. Barrowes; Kevin O’Neill,Near-surface EM,USA; USA; USA; USA; USA,4,electromagnetics; environmental; inversion; magnetics; modeling,6,2012-07-09,2011-10-03,Joint diagonalization applied to the detection and discrimination of unexploded ordnance,77
62,2012-03-23,Texas A&amp;M University; Texas A&amp;M University,T. S. de Smet; M. E. Everett; C. J. Pierce; D. L. Pertermann; D. B. Dickson,Near-surface EM,USA; USA,4,archaeology; electromagnetics; statistics; near surface; magnetics,2,2012-07-09,2011-10-05,Electromagnetic induction in subsurface metal targets: Cluster analysis using local point-pattern spatial statistics,77
63,2012-03-23,Geological Survey of Denmark and Greenland (GEUS); Aarhus University; Aarhus University,Anders Vest Christiansen; Esben Auken,Near-surface EM,Denmark; Denmark; Denmark,4,electromagnetics; airborne survey; resistivity,52,2012-07-10,2011-10-09,A global measure for depth of investigation,77
64,2012-04-01,Geoelectromagnetic Research Center IPE RAS,Viacheslav Spichak; Olga Zakharova,Near-surface EM,Russia,4,geothermal; electromagnetics; neural networks; near surface,3,2012-07-11,2011-10-07,The subsurface temperature assessment by means of an indirect electromagnetic geothermometer,77
65,2012-03-23,Aarhus University; University of Palermo,Ahmad A. Behroozmand; Esben Auken; Gianluca Fiandaca; Anders Vest Christiansen,Near-surface EM,Denmark; Italy; Denmark,4,electromagnetics; inversion; modeling; near surface; resistivity,22,2012-07-09,2011-10-11,Improvement in MRS parameter estimation by joint and laterally constrained inversion of MRS and TEM data,77
66,2012-03-28,The University of New South Wales; The University of Sydney; Fisheries and Forestry Canberra,S. Buchanan; J. Triantafilis; I. O. A. Odeh; R. Subansinghe,Near-surface EM,Australia; Australia; Australia,4,remote sensing; radiometrics; mapping; electromagnetics; environmental,23,2012-07-09,2012-02-14,Digital soil mapping of compositional particle-size fractions using proximal and remotely sensed ancillary data,77
67,2012-04-16,Texas A&amp;M University; Virginia Tech University,Jianchao Ge; Mark E. Everett; Chester J. Weiss,Near-surface EM,USA; USA,4,electromagnetics; environmental; finite difference; modeling; fractures,6,2012-07-09,2012-02-28,Fractional diffusion analysis of the electromagnetic field in fractured media Part I: 2D approach,77
68,2012-05-15,University of Oulu; Indian Institute of Technology,P. Kaikkonen; S. P. Sharma; S. Mittal,Near-surface EM,Finland; India,4,-,4,2012-07-09,2011-09-27,3D modeling and inversion of VLF and VLF-R electromagnetic data,77
69,2012-05-08,Uppsala University; SGU; Uppsala University; ETH Zurich; Politecnico di Torino; IRIS Instruments,Mehrdad Bastani; Juliane Hübert; Thomas Kalscheuer; Laust B. Pedersen; Alberto Godio; Jean Bernard,Near-surface EM,Sweden; Sweden; Sweden; Switzerland; Italy; France,4,2D; 3D; resistivity; inversion; magnetotelluric,9,2012-07-09,2011-12-29,2D joint inversion of RMT and ERT data versus individual 3D inversion of full tensor RMT data: An example from Trecate site in Italy,77
70,2012-05-03,"The University of New South Wales; Harvest Scientific Services; Great Southern Agricultural Research Institute; Department of Agriculture, Fisheries, and Forestry; The University of Sydney",A. Woodforth; J. Triantafilis; J. Cupitt; R. S. Malik; R. Subasinghe; M. F. Ahmed; A. I. Huckel; H. Geering,Near-surface EM,Australia; Australia; Australia; Australia; Australia,4,electromagnetics; environmental; survey design; 2D; case history,12,2012-07-11,2011-09-30,Mapping estimated deep drainage in the lower Namoi Valley using a chloride mass balance model and EM34 data,77
71,2012-07-17,,,Near-surface EM,,4,-,0,2012-07-17,2012-07-17,Contributors,77
