,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
22,2016-08-16,Technical University of Denmark,Morten Kanne Sørensen; Ida Lykke Fabricius,Rock Physics,Denmark,1,bulk modulus; modeling; rock physics; acoustic,0,2016-11-09,2015-01-20,Clay squirt: Local flow dispersion in shale-bearing sandstones,82
23,2016-09-14,Stanford University,Ammar El Husseiny; Tiziana Vanorio,Rock Physics,USA,1,porosity; permeability; rock physics; carbonate,0,2016-11-09,2015-11-20,Porosity-permeability relationship in dual-porosity carbonate analogs,82
24,2016-09-20,Federal University of Pará; National Institute of Petroleum Geophysics (INCT-GP); Federal University of Pará; Federal University of Pará; National Institute of Petroleum Geophysics (INCT-GP); IMECC/UNICAMP,Francisco de S. Oliveira; Jose J. S. de Figueiredo; Andrei G. Oliveira; Jörg Schleicher; Iury C. S. Araújo,Seismic Amplitude Interpretation,Brazil; Brazil; Brazil; Brazil; Brazil; Brazil,1,attenuation; resolution; Q; estimation,0,2016-11-21,2015-04-17,Estimation of quality factor based on peak frequency-shift method and redatuming operator: Application in real data set,82
25,2016-09-20,Massachusetts Institute of Technology; South University of Science and Technology of China; University of Houston; Massachusetts Institute of Technology,Xinding Fang; Yingcai Zheng; Michael C. Fehler,Seismic Amplitude Interpretation,USA; China; USA; USA,1,AVO/AVA; fractures; anisotropy; finite difference,3,2016-11-22,2016-01-22,Fracture clustering effect on amplitude variation with offset and azimuth analyses,82
26,2016-09-11,Institute of Geology and Geophysics; Institute of Geology and Geophysics; University of Chinese Academy of Sciences,Jingbo Yu; Zhong Li,Seismic Attributes and Pattern Recognition,China; China; China,1,faults; algorithm; seismic attributes,0,2016-11-07,2016-01-19,An improved cylindrical surface fitting-related method for fault characterization,82
27,2016-09-06,University of Leeds; BP Exploration Company Limited,James Beckwith; Roger Clark; Linda Hodgson,Seismic Attributes and Pattern Recognition,UK; UK,1,attenuation,2,2016-11-09,2016-04-01,Estimating frequency-dependent attenuation quality factor values from prestack surface seismic data,82
28,2016-10-01,Anadarko Petroleum Corporation; Rice University; Oklahoma State University,Jianxiong Chen; Colin A. Zelt; Priyank Jaiswal,Seismic Inversion,USA; USA; USA,1,traveltime; tomography; full-waveform inversion; near surface; S-wave,4,2016-11-30,2016-02-14,Detecting a known near-surface target through application of frequency-dependent traveltime tomography and full-waveform inversion to P- and SH-wave seismic refraction data,82
29,2016-07-15,Colorado School of Mines; Delft University of Technology,Satyan Singh; Roel Snieder; Joost van der Neut; Jan Thorbecke; Evert Slob; Kees Wapenaar,Seismic Inversion,USA; The Netherlands,1,imaging; multiples; interferometry; autofocusing; depth migration,5,2016-12-07,2015-11-19,Accounting for free-surface multiples in Marchenko imaging,82
30,2016-08-15,Rice University,Jie Hou; William W. Symes,Seismic Migration,USA,1,inversion; reverse time migration; imaging; amplitude,2,2016-10-26,2016-06-21,An alternative formula for approximate extended Born inversion,82
31,2016-09-14,Tel Aviv University,Ariel Lellouch; Moshe Reshef,Seismic Migration,Israel,1,vertical seismic profile; migration; crosswell; imaging; gathers,2,2016-11-07,2016-03-24,Shallow diffraction imaging in an SH-wave crosshole configuration,82
32,2016-09-11,China University of Petroleum (Hua dong); Laboratory for Marine Mineral Resources; China University of Petroleum (Hua dong); China Oilfield Services Limited,Zhina Li; Zhenchun Li; Peng Wang; Mingqiang Zhang,Seismic Migration,China; China; China; China,1,multiples; reverse time migration; surface-related multiple elimination; transform; separation,3,2016-11-08,2015-12-22,Reverse time migration of multiples based on different-order multiple separation,82
33,2016-09-06,University of Texas at Dallas,Chen Tang; George A. McMechan,Seismic Migration,USA,1,full-waveform inversion; reverse time migration; phase; deconvolution; reflectivity,3,2016-11-15,2016-01-16,From classical reflectivity-to-velocity inversion to full-waveform inversion using phase-modified and deconvolved reverse time migration images,82
34,2016-09-11,The University of Texas at Austin,Dmitrii Merzlikin; Sergey Fomel,Seismic Migration,USA,1,diffraction; high resolution; imaging; integration; migration,3,2016-12-08,2016-03-15,Analytical path-summation imaging of seismic diffractions,82
35,2016-09-06,Tsinghua University; Tsinghua University; University of California,Hao Jing; Yushu Chen; Dinghui Yang; Rushan Wu,Seismic Modeling and Wave Propagation,China; China; USA,1,acoustic; finite difference; modeling; optimization; wave equation,0,2016-11-08,2016-02-26,Dispersion-relation preserving stereo-modeling method beyond Nyquist frequency for acoustic wave equation,82
36,2016-10-10,University of Science and Technology of China,Qihua Li; Xiaofeng Jia,Seismic Modeling and Wave Propagation,China,1,migration; modeling; algorithm; amplitude,5,2016-11-22,2015-11-22,Generalized staining algorithm for seismic modeling and migration,82
37,2016-09-28,"Chinese Academy of Sciences; University of Chinese Academy of Sciences; Chinese Academy of Sciences, Institute of Geology and Geophysics",Lei Yang; Hongyong Yan; Hong Liu,Seismic Modeling and Wave Propagation,China; China,1,finite difference; modeling; optimization; wave propagation,2,2016-11-30,2016-04-02,Optimal staggered-grid finite-difference schemes based on the minimax approximation method with the Remez algorithm,82
38,2016-09-28,Tsinghua University,Chao Lang; Ding-Hui Yang,Seismic Modeling and Wave Propagation,China,1,frequency domain; forward modeling; preconditioners; Krylov subspace method; wavefield simulation,0,2016-11-30,2016-05-14,A nearly analytic discrete method for solving the acoustic-wave equations in the frequency domain,82
39,2016-08-30,Fluminense Federal University; North Fluminense State University; North Fluminense State University; North Fluminense State University; INCT-GP/CNPq,Wagner Moreira Lupinacci; Allan Peixoto de Franco; Sérgio Adriano Moura Oliveira; Fernando Sergio de Moraes,Signal Processing,Brazil; Brazil; Brazil,1,attenuation; inverse filtering; factor estimation; curvelet-domain filtering,5,2016-11-08,2015-09-02,A combined time-frequency filtering strategy for Q-factor compensation of poststack seismic data,82
40,2016-09-20,University of Alberta; Universidad de los Andes; University of Alberta,Jean Baptiste Tary; Mirko van der Baan; Roberto Henry Herrera,Signal Processing,Canada; Colombia; Canada,1,attenuation; spectral analysis; sparse; signal processing,5,2016-12-07,2016-01-11,Applications of high-resolution time-frequency transforms to attenuation estimation,82
41,2016-09-11,ExxonMobil Upstream Research Co.; Krohn Geophysics; ExxonMobil Upstream Research Co.,Christine E. Krohn; Partha S. Routh,Signal Processing,USA; USA; USA,1,surface wave; near surface; tomography; inversion; signal processing,2,2016-12-07,2016-01-09,Exploiting surface consistency for surface-wave characterization and mitigation — Part 1: Theory and 2D examples,82
42,2016-11-21,ExxonMobil Upstream Research Co.; Krohn Geophysics; ExxonMobil Upstream Research Co.,Christine E. Krohn; Partha S. Routh,Signal Processing,USA; USA; USA,1,tomography; surface wave; signal processing; near surface; inversion,2,2016-12-13,2016-01-09,Exploiting surface consistency for surface-wave characterization and mitigation — Part 2: Application to 3D data,82
